Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Mazda,2018,2,2018 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.5 L / 100 km,11140,Blue / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",21990
Holden,2013,UTE,2013 Holden UTE SS-V,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.4 L / 100 km,87585,Grey / Black Leather Sports,8 cyl,Ute / Tray," 2 Doors"," 2 Seats",39995
GWM,2023,UTE,2023 GWM UTE Cannon (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,22,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",38990
Toyota,2017,Hilux,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,209078,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",37990
Toyota,2019,Landcruiser,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,27086,Black / Leather,4 cyl,SUV," 4 Doors"," 7 Seats",69995
Kia,2018,Sportage,2018 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,91102,White / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",32990
Volkswagen,2019,Golf,2019 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.7 L / 100 km,16284,Black / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",39990
Renault,2014,Clio,2014 Renault Clio RS 200 Sport,USED,Automatic,"4 cyl, 1.6 L",Front,-,6.3 L / 100 km,92667,Red / Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",21705
Mercedes-Benz,2018,A250,2018 Mercedes-Benz A250 Whiteart Edition,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,36952,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",39990
Volkswagen,2023,Tiguan,2023 Volkswagen Tiguan 162TSI Elegance DSG 4MOTION,NEW,Automatic,-,Other,Premium,-,15,White / Black,-,Wagon,,,62507
Honda,2006,Civic,2006 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.2 L / 100 km,99000,Grey / -,4 cyl,Sedan," 4 Doors"," 5 Seats",9949
Ford,2010,Falcon,2010 Ford Falcon G6E,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.1 L / 100 km,521771,Silver / Black Leather,6 cyl,Sedan," 4 Doors"," 5 Seats",6880
Mazda,2016,CX-3,2016 Mazda CX-3 Akari (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,104105,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",23950
Ford,2017,Ranger,2017 Ford Ranger XL 2.2 (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.1 L / 100 km,158001,White / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",28990
Mercedes-Benz,2018,C200,2018 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,6.5 L / 100 km,46467,Grey / Black,4 cyl,Sedan," 4 Doors"," 4 Seats",46888
Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,10.2 L / 100 km,193604,Red / -,6 cyl,Sedan," 4 Doors"," 5 Seats",24950
Volkswagen,2023,T-Cross,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),NEW,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,10,Grey / Black,3 cyl,SUV," 4 Doors"," 5 Seats",42990
Audi,2020,Q7,2020 Audi Q7 45 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9 L / 100 km,89539,White / -,6 cyl,SUV," 4 Doors"," 7 Seats",79800
Mitsubishi,2020,Triton,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,52990,Orange / Black Leather,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",52990
Mercedes-Benz,2018,C63,2018 Mercedes-Benz C63 S,USED,Automatic,"8 cyl, 4 L",Rear,Premium,8.6 L / 100 km,36191,White / Black,8 cyl,Sedan," 4 Doors"," 4 Seats",108888
Nissan,2018,X-Trail,2018 Nissan X-Trail TS (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,6 L / 100 km,125638,White / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",24990
Subaru,2022,Forester,2022 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,13519,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",45777
Audi,2004,A3,2004 Audi A3 1.6 Attraction,USED,Manual,"4 cyl, 1.6 L",Front,Premium,6.7 L / 100 km,138000,Grey / Grey,4 cyl,Hatchback," 3 Doors"," 5 Seats",6995
Mazda,2016,3,2016 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,44101,Silver / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",21800
Toyota,2018,Camry,2018 Toyota Camry Ascent Sport (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,113992,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",33888
Audi,2020,Q3,2020 Audi Q3 35 Tfsi,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,24969,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",50880
Toyota,2008,Corolla,2008 Toyota Corolla Ascent,USED,Automatic,-,Front,Unleaded,-,174379,Black / Black,-,,,,12888
Lexus,2018,RX300,2018 Lexus RX300 Luxury,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,86384,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",48888
Mazda,2017,CX-5,2017 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,165305,Blue / Black,4 cyl,SUV," 4 Doors"," 5 Seats",20890
Toyota,2019,Corolla,2019 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,47992,Blue / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",25990
GWM,2023,UTE,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,7,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",47490
Hyundai,2021,I30,2021 Hyundai I30 N Limited Edition,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.5 L / 100 km,4231,Grey / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",65990
Toyota,2006,HiAce,2006 Toyota HiAce (No Badge),USED,Automatic,-,Rear,Unleaded,-,145171,Silver / Black,-,Commercial,,,25900
Kia,2013,RIO,2013 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,5.6 L / 100 km,68913,White / -,4 cyl,Hatchback," 3 Doors"," 5 Seats",10990
Holden,2011,Cruze,2011 Holden Cruze CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,108852,Silver / Black Cloth,4 cyl,Sedan," 4 Doors"," 5 Seats",6999
Land,2020,Rover,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,23479,Black / Black,4 cyl,SUV," 4 Doors"," 5 Seats",75888
Mazda,2023,CX-5,2023 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.5 L / 100 km,120,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",41500
Kia,2014,Sportage,2014 Kia Sportage SI Premium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.8 L / 100 km,113640,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",20999
Ford,2010,Mondeo,2010 Ford Mondeo LX Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.2 L / 100 km,362847,Blue / -,4 cyl,Wagon," 4 Doors"," 5 Seats",3999
Nissan,2008,Elgrand,2008 Nissan Elgrand Highway Star,USED,Automatic,-,Rear,Unleaded,-,161051,Black / Black,-,Wagon,,,15900
MG,2022,HS,2022 MG HS +EV Phev Excite,USED,Automatic,"4 cyl, 1.5 L",Front,Hybrid,1.7 L / 100 km,510,- / Black,4 cyl,SUV," 5 Doors"," 5 Seats",43990
Holden,2014,Cruze,2014 Holden Cruze Z-Series,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,110851,White / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",13990
Mazda,2021,MX-30,2021 Mazda MX-30 G20E Evolve Mhev,USED,Automatic,"4 cyl, 2 L",Front,Hybrid,6.4 L / 100 km,43204,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",28950
Hyundai,2014,Santa,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,138870,Black / -,4 cyl,SUV," 4 Doors"," 7 Seats",24990
Mercedes-Benz,2018,C300,2018 Mercedes-Benz C300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7 L / 100 km,72079,Silver / Black,4 cyl,Sedan," 4 Doors"," 4 Seats",42990
Mercedes-Benz,2014,A45,2014 Mercedes-Benz A45 AMG,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,110873,Grey / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",33996
BMW,2018,X5,2018 BMW X5 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.2 L / 100 km,64881,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",59888
Mazda,2016,BT-50,2016 Mazda BT-50 XTR 4x2 Hi-Rider,USED,Automatic,-,Rear,Diesel,-,161808,White / Grey,-,Ute / Tray,,,29990
Toyota,2020,RAV4,2020 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,31055,Blue / -,4 cyl,SUV," 5 Doors"," 5 Seats",40990
Volkswagen,2019,Caddy,2019 Volkswagen Caddy TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6 L / 100 km,36165,White / Grey,4 cyl,Commercial," 3 Doors"," 2 Seats",32990
Kia,2019,Stinger,2019 Kia Stinger GT (blk LTH W Michelin Tyr),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,55696,Blue / -,6 cyl,Sedan," 4 Doors"," 5 Seats",54950
GWM,2023,UTE,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,7,Black / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",46888
Kia,2018,Sportage,2018 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,78572,Grey / Black Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",28999
Nissan,2005,Patrol,2005 Nissan Patrol ST (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,12.9 L / 100 km,282812,White / -,6 cyl,Ute / Tray," 2 Doors"," 3 Seats",45990
Nissan,2013,Micra,2013 Nissan Micra ST,USED,Manual,"3 cyl, 1.2 L",Front,Unleaded,5.9 L / 100 km,72982,White / -,3 cyl,Hatchback," 5 Doors"," 5 Seats",10990
Mercedes-Benz,2015,GLE350,2015 Mercedes-Benz GLE350 D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.6 L / 100 km,118441,White / -,6 cyl,SUV," 4 Doors"," 5 Seats",41800
MG,2022,HS,2022 MG HS Vibe,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,28,Red / Knight Black,4 cyl,SUV," 4 Doors"," 5 Seats",30990
Honda,2010,Civic,2010 Honda Civic VTI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.2 L / 100 km,200192,Blue / -,4 cyl,Sedan," 4 Doors"," 5 Seats",9750
Nissan,2012,Leaf,2012 Nissan Leaf,USED,Automatic,0 L,Front,Electric,0 L / 100 km,86774,White / Black,0 L,Hatchback," 5 Doors"," 5 Seats",17999
Hyundai,2019,Kona,2019 Hyundai Kona GO (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,44087,Silver / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",26990
BMW,2014,X5,2014 BMW X5 Sdrive 25D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.9 L / 100 km,72762,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",34888
Holden,2014,Colorado,2014 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,199564,Black / Black Leather,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",30990
McLaren,2019,720S,2019 McLaren 720S Spider Luxury,USED,Automatic,"8 cyl, 4 L",Rear,Premium,11 L / 100 km,138,White / -,8 cyl,Convertible," 2 Doors"," 2 Seats",649880
Kia,2011,RIO,2011 Kia RIO SLI,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,126958,Silver / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",11990
Bentley,2015,Continental,2015 Bentley Continental GTC V8 S MY16,USED,Automatic,-,AWD,Premium,-,72425,Red / -,-,Convertible,,,209990
Hyundai,2011,I30,2011 Hyundai I30 SX 1.6 Crdi,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,6 L / 100 km,205894,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",7850
Mercedes-Benz,2013,C63,2013 Mercedes-Benz C63 AMG Edition 507,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,12.1 L / 100 km,75875,White / -,8 cyl,Sedan," 4 Doors"," 5 Seats",99800
Nissan,2017,X-Trail,2017 Nissan X-Trail TI (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,51942,Red / Black,4 cyl,SUV," 4 Doors"," 5 Seats",30988
Kia,2018,Sportage,2018 Kia Sportage SI Premium (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,98379,White / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",25990
BMW,2019,X7,2019 BMW X7 M50d 7seat,USED,Automatic,-,Other,Diesel,-,35458,White / -,-,Wagon,,,149990
Mercedes-Benz,2012,C250,2012 Mercedes-Benz C250 CDI BE,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.1 L / 100 km,142527,Black / Black,4 cyl,Coupe," 2 Doors"," 4 Seats",19990
Mercedes-Benz,2015,S-Class,2015 Mercedes-Benz S-Class,USED,-,-,Other,Unleaded,-,107572,Black / -,-,,,,59990
Jaguar,2016,F-Pace,2016 Jaguar F-Pace 20D Prestige,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,114787,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",32990
Subaru,2013,Liberty,2013 Subaru Liberty 2.5I GT Premium,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,9.8 L / 100 km,120092,Black / -,4 cyl,Wagon," 4 Doors"," 5 Seats",22990
Holden,2006,Crewman,2006 Holden Crewman S,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,13.6 L / 100 km,183484,White / Black,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",11999
Toyota,2017,Hilux,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,100524,Blue / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",59950
Mercedes-Benz,2012,GL500,2012 Mercedes-Benz GL500 Luxury,USED,Automatic,"8 cyl, 5.5 L",4WD,Premium,13.5 L / 100 km,107169,Silver / -,8 cyl,SUV," 4 Doors"," 7 Seats",32900
Subaru,2019,XV,2019 Subaru XV 2.0I Premium,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,79872,Blue / -,4 cyl,SUV," 4 Doors"," 5 Seats",30990
Kia,2020,Sportage,2020 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,35177,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",40490
Toyota,2017,Landcruiser,2017 Toyota Landcruiser LC200 Altitude Special Edition,USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,250251,White / -,8 cyl,SUV," 4 Doors"," 7 Seats",68950
Nissan,2001,Patrol,2001 Nissan Patrol ST (4X4),USED,Automatic,"6 cyl, 4.5 L",4WD,Unleaded,0 L / 100 km,156956,Green / -,6 cyl,SUV," 4 Doors"," 7 Seats",16990
Audi,2015,Q5,2015 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,140070,Black / -,4 cyl,SUV," 4 Doors"," 5 Seats",26800
Suzuki,2009,Grand,2009 Suzuki Grand Vitara (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.9 L / 100 km,152153,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",14990
Volvo,2022,XC40,2022 Volvo XC40 Recharge Twin Pure Electric,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,34767,Black / -,0 L,SUV," 4 Doors"," 5 Seats",79990
Kia,2022,Seltos,2022 Kia Seltos GT-Line (awd) (sunroof),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.4 L / 100 km,6455,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",52888
GWM,2023,UTE,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,11,White / Charcoal Comfort,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",43490
Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,94861,White / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",12990
Subaru,2017,WRX,2017 Subaru WRX Premium (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,86839,Blue / -,4 cyl,Sedan," 4 Doors"," 5 Seats",38950
Volkswagen,2017,Amarok,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,81921,Black / -,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",39999
HSV,2012,Clubsport,2012 HSV Clubsport R8,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,13.9 L / 100 km,68528,Grey / Black,8 cyl,Sedan," 4 Doors"," 5 Seats",56888
Mitsubishi,2017,Lancer,2017 Mitsubishi Lancer GSR,USED,Manual,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,109688,Black / -,4 cyl,Sedan," 4 Doors"," 5 Seats",17950
Mitsubishi,2017,Lancer,2017 Mitsubishi Lancer Black Edition (es),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54194,Grey / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",22990
Renault,2019,Kangoo,2019 Renault Kangoo Compact 1.2,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.5 L / 100 km,77192,White / Black,4 cyl,Commercial," 3 Doors"," 2 Seats",25990
Isuzu,2023,MU-X,2023 Isuzu MU-X LS-T (4X4),DEMO,Automatic,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,25,Blue / Black,4 cyl,SUV," 4 Doors"," 7 Seats",66640
Ford,2018,Ranger,2018 Ford Ranger XLT 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,132429,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",39990
Subaru,2018,Liberty,2018 Subaru Liberty 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,28444,Silver / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",29990
BMW,2016,X3,2016 BMW X3 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.4 L / 100 km,118045,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",29800
Land,2016,Rover,2016 Land Rover Range Rover Sport 3.0 TDV6 S,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.3 L / 100 km,89153,White / -,6 cyl,SUV," 4 Doors"," 5 Seats",62800
Toyota,2012,Crown,2012 Toyota Crown Athlete,USED,Automatic,-,Other,-,-,115916,Black / Black,-,,,,23888
Toyota,2023,Yaris,2023 Toyota Yaris Cross GX,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,5.4 L / 100 km,20,Silver / Grey,3 cyl,SUV," 4 Doors"," 5 Seats",36490
Ford,2013,Kuga,2013 Ford Kuga Trend AWD,USED,Automatic,-,Other,Premium,-,64541,Silver / Grey,-,Wagon,,,18990
GWM,2023,UTE,2023 GWM UTE Cannon (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,7,Silver / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",39585
Jaguar,2017,E-Pace,2017 Jaguar E-Pace D180 R-Dynamic AWD (132KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.6 L / 100 km,43311,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",47888
Hyundai,2011,I30,2011 Hyundai I30 SX,USED,Manual,-,Other,-,-,165183,White / Grey,-,,,,2650
Jeep,2007,Wrangler,2007 Jeep Wrangler Sport (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.7 L / 100 km,216296,Red / Black,4 cyl,SUV," 2 Doors"," 4 Seats",24995
Subaru,2015,WRX,2015 Subaru WRX STI Premium,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.4 L / 100 km,87096,Blue / -,4 cyl,Sedan," 4 Doors"," 5 Seats",48888
Holden,2012,Commodore,2012 Holden Commodore SS-V Z-Series,USED,Automatic,"8 cyl, 6 L",Rear,Premium,12.3 L / 100 km,18439,Grey / -,8 cyl,Wagon," 4 Doors"," 5 Seats",48888
Volkswagen,2022,Passat,2022 Volkswagen Passat 206TSI R-Line (restr Feat),DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,1716,Blue / -,4 cyl,Wagon," 4 Doors"," 5 Seats",68490
Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,121425,White / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",15790
BMW,2017,X3,2017 BMW X3 Xdrive 20I,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.3 L / 100 km,77575,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",33800
Toyota,2020,Hilux,2020 Toyota Hilux Rogue (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,15395,Silver / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",66990
Volkswagen,2021,Golf,2021 Volkswagen Golf 110TSI Life,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.8 L / 100 km,20377,Grey / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",39990
Holden,2018,Trailblazer,2018 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,46692,Grey / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",35990
Nissan,2019,X-Trail,2019 Nissan X-Trail TI (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,109382,Blue / -,4 cyl,SUV," 4 Doors"," 5 Seats",29990
Mercedes-Benz,2018,AMG,2018 Mercedes-Benz AMG GT C,USED,Automatic,-,Rear,Premium,-,1044,Black / -,-,Coupe,,,289880
Mazda,2023,CX-9,2023 Mazda CX-9 Azami (fwd),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,7,White / Walnut Brown Nappa Leather,4 cyl,SUV," 4 Doors"," 7 Seats",73588
Mazda,2023,CX-3,2023 Mazda CX-3 Akari (fwd),NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,7,Black / Black Leather,4 cyl,SUV," 4 Doors"," 5 Seats",41888
Renault,2019,Koleos,2019 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Premium,8.1 L / 100 km,68981,White / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",26990
Lexus,2017,ES300H,2017 Lexus ES300H Sports Luxury Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,5.5 L / 100 km,29978,Grey / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",50900
Suzuki,2005,Swift,2005 Suzuki Swift,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.5 L / 100 km,276359,Silver / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",5990
Cupra,2022,Ateca,2022 Cupra Ateca VZX,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.8 L / 100 km,1686,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",61880
Audi,2022,A1,2022 Audi A1 35 Tfsi,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.8 L / 100 km,11788,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",43990
Mercedes-Benz,2015,S350,2015 Mercedes-Benz S350 CDI Bluetech,USED,Automatic,"6 cyl, 3 L",Rear,Diesel,6 L / 100 km,30088,Silver / -,6 cyl,Sedan," 4 Doors"," 5 Seats",84800
Mazda,2023,BT-50,2023 Mazda BT-50 XT (4X4),DEMO,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,7,Grey / Black Cloth,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",60888
Land,2017,Rover,2017 Land Rover Range Rover Vogue SE SDV8,USED,Automatic,"8 cyl, 4.4 L",AWD,Diesel,8.7 L / 100 km,56727,Black / Black,8 cyl,SUV," 4 Doors"," 5 Seats",118888
Holden,2018,Trailblazer,2018 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,90307,White / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",31990
Toyota,2014,Corolla,2014 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,205298,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",15990
Land,2017,Rover,2017 Land Rover Range Rover Velar D300 R-Dynamic SE,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.4 L / 100 km,76102,Black / Ebony,6 cyl,SUV," 4 Doors"," 5 Seats",82888
BMW,2009,320D,2009 BMW 320D Executive Touring,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.4 L / 100 km,154973,Silver / -,4 cyl,Coupe," 2 Doors"," 4 Seats",14990
